PLOT_YR,PLOT,YEAR,TRT,BURN17,ACHNATH,ACMI,AGGR,AGHE,AGIN,ALAC,ALAL,ANFL,ANLU,ARABIS,ARAC,ARCO,ARRI,ARSO,ASTERACEAE,BASA,BLSC,BRCA,BRJA,BRTE,CAEU,CAGE,CARU,CATE,CELE,CLPE,CLPU,COLLOMIA,COPA,CREPIS,CROC,CRYPTANTHA,CYFR,DAUN,DECA,DEDA,DELPHINIUM,DODECATHEON,DRVE,ELEL,EPBR,ERHE,ERIGERON,ERIOGONUM,ERNA,FEID,FRAGARIA,GAAP,GAYOPHYTUM,GETR,GUSA,HIERACIUM,HOUM,JUNCUS,JUOC,LELI,LILIACEAE,LIMI,LIRU,LITHOPHRAGMA,LOLE,LOMATIUM,LONU,LUPINUS,MAGR,MAMI,MARE,MENTZELIA,MIGR,MYST,NAVARRETIA,NEPA,NOTR,OLDO,ORUN,OSBE,PENSTEMON,PHCH,PHLOX,PIPO,POACEAE,POBU,PODO,POGL,POPO,POPR,POSE,PSME,PSSP,PUTR,RIBES,ROSA,RUAC,SAXIFRAGACEAE,SCUTELLARIA,SEST,SIOR,SOCA,SYAL,SYMPHORYCARPUS,THALICTRUM,THIN,TRCY,TRDU,TRMA,UNKFORB,VEDU,VUMI,ZIGADENUS
18UB_05,UB5,18,UB,<50,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,2.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
18UB_06,UB6,18,UB,unburned,5,5,0,2.5,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,3.75,0,0,2.5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,12.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,16.25,0,0
18UB_07,UB7,18,UB,<50,5,0,0,2.5,0,2.5,0,0,0,0,0,0,5,0,0,0,0,0,1.25,3.75,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,2.5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,10,0,0,2.5,0,0,0,10,12.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,22.5,0,0
18UB_08,UB8,18,UB,unburned,2.5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,2.5,1.25,0,5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,2.5,0,12.5,0,0
18UB_09,UB9,18,UB,>50,5,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,3.75,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.75,0,0
18UB_10,UB10,18,UB,<50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2.5,0,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18UB_11,UB11,18,UB,unburned,10,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,3.75,1.25,0,2.5,0,0,0,0,0,0,7.5,0,0,0,0,5,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,12.5,0,2.5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1.25,0,0
18UB_12,UB12,18,UB,>50,12.5,2.5,0,10,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,17.5,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,5,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
18UB_13,UB13,18,UB,unburned,2.5,0,0,2.5,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5,0,0,0,5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,17.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,15,0,0
18UB_14,UB14,18,UB,<50,2.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,2.5,0,0,0,0,2.5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2.5,7.5,0,0,0,0,0,0,17.5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0
18UB_15,UB15,18,UB,<50,7.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,2.5,5,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,1.25,0,0
18UB_16,UB16,18,UB,>50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,0,5,0,0,0,0,0,0,5,2.5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,0,0
18UB_17,UB17,18,UB,>50,10,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,7.5,0,0,7.5,3.75,0,0,0,0,7.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,1.25,0,0
18UB_18,UB18,18,UB,>50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,11.25,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,7.5,0,0
18UB_19,UB19,18,UB,unburned,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,8.75,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,5,0,0,0,0,0,2.5,5,0,0,0,0,0,0,0,10,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,5,0,0,0,10,2.5,0,0,0,0,0,0,0,0,2.5,5,0,0,2.5,0,0,0,7.5,12.5,5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5,0,2.5,27.5,0,0
18UB_20,UB20,18,UB,>50,2.5,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1.25,0,10,0,0,5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,5,0,0,10,0,0,0,12.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,40,0,0
18UB_21,UB21,18,UB,unburned,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,5,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
18UB_22,UB22,18,UB,>50,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,15,2.5,0,0,2.5,0,5,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,42.5,0,0,0,2.5,2.5,0,0,7.5,0,0,0,0,0,0,0,5,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0
18UB_23,UB23,18,UB,>50,17.5,5,0,0,0,0,0,0,0,0,0,2.5,0,2.5,0,0,0,5,11.25,17.5,0,15,0,0,2.5,0,0,0,12.5,2.5,0,0,0,0,0,0,0,0,0,2.5,15,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,22.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,25,0,0,0,2.5,0,0,10,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,10,0,0
18UB_24,UB24,18,UB,unburned,22.5,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,7.5,2.5,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,5,0,0,10,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0
18UB_25,UB25,18,UB,>50,2.5,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,2.5,0,0,0,30,2.5,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,7.5,0,0,0,0,10,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18UB_26,UB26,18,UB,<50,2.5,0,0,0,0,0,0,0,5,0,0,5,0,0,2.5,0,0,2.5,0,0,0,60,12.5,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,15,0,2.5,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18UBC_01,UBC1,18,UBC,c_unburned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,48.75,0,0
18UBC_02,UBC2,18,UBC,c_unburned,0,5,0,2.5,1.25,0,0,0,0,0,0,0,0,0,0,0,2.5,0,16.25,25,0,10,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,5,2.5,0,0,0,0,7.5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,36.25,0,0
18UBC_03,UBC3,18,UBC,c_unburned,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12.5,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,17.5,0,0
18UBC_04,UBC4,18,UBC,c_unburned,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,2.5,3.75,0,0,0,0,7.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,7.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.5,0,0,5,0,0,0,20,0,7.5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,35,0,0
18UBC_05,UBC5,18,UBC,c_unburned,15,2.5,0,7.5,0,0,0,0,5,0,0,2.5,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,5,2.5,0,0,0,2.5,0,0,0,0,0,7.5,0,0,0,0,0,0,2.5,0,0,0,0,2.5,0,0,7.5,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,22.5,0,0,2.5,0,0,0,10,0,0,0,0,5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
18UBC_06,UBC6,18,UBC,c_unburned,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,2.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,7.5,0,0,0,0,0,0,0,17.5,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,10,0,0
18UBC_07,UBC7,18,UBC,c_unburned,2.5,0,0,2.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,13.75,0,7.5,0,0,0,0,0,0,2.5,0,0,0,0,5,0,0,0,0,0,2.5,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2.5,0,0,0,5,0,2.5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,45,0,0
18UBC_08,UBC8,18,UBC,c_unburned,5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,17.5,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,3.75,0,0
18UBC_09,UBC9,18,UBC,c_unburned,7.5,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2.5,1.25,0,2.5,2.5,0,0,2.5,0,0,5,0,0,0,0,10,0,0,0,0,5,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2.5,0,7.5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13.75,0,0
18UBC_10,UBC10,18,UBC,c_unburned,7.5,0,0,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,2.5,0,0,0,0,2.5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7.5,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0
18UBC_11,UBC11,18,UBC,c_unburned,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,2.5,0,0,0,0,12.5,0,0,0,0,0,2.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,12.5,7.5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,36.25,0,0
19UB_01,UB1,19,UB,unburned,2.5,0,0,5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,5,1.25,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,17.5,0,0
19UB_02,UB2,19,UB,unburned,5,2.5,0,12.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,33.75,31.25,0,15,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,6.25,2.5,0
19UB_03,UB3,19,UB,<50,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7.5,0,0,2.5,0,2.5,0,5,0,0,0,0,10,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,7.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.75,0,0
19UB_04,UB4,19,UB,unburned,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,13.75,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0
19UB_05,UB5,19,UB,<50,40,15,0,0,0,0,0,0,2.5,0,0,10,0,0,0,0,0,0,0,0,0,35,15,0,0,0,0,0,0,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,2.5,0,0,0,0,0,0,5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
19UB_06,UB6,19,UB,unburned,7.5,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,5,0,0,0,0,0,0,5,0,0,0,0,7.5,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2.5,0,2.5,12.5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,22.5,0,0
19UB_07,UB7,19,UB,<50,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2.5,10,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,2.5,0,0,0,0,0,2.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2.5,0,0,0,0,0,20,10,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,13.75,0,0
19UB_08,UB8,19,UB,unburned,5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,1.25,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,10,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,2.5,0,3.75,0,0
19UB_09,UB9,19,UB,>50,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,11.25,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,32.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,55,0,0
19UB_10,UB10,19,UB,<50,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,3.75,2.5,0,17.5,37.5,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,2.5,0,0,0,0,0,0,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19UB_11,UB11,19,UB,unburned,12.5,0,0,2.5,0,0,0,0,2.5,0,2.5,0,0,0,0,5,0,0,3.75,0,0,2.5,0,0,0,0,0,0,5,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,20,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
19UB_12,UB12,19,UB,>50,10,2.5,0,5,0,0,0,0,0,0,2.5,0,2.5,0,0,2.5,0,0,35,11.25,0,0,0,0,0,0,0,0,7.5,2.5,0,0,0,2.5,0,0,0,0,0,2.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,12.5,0,0,2.5,5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
19UB_13,UB13,19,UB,unburned,2.5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12.5,1.25,0,0,0,0,0,0,0,0,5,0,0,0,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,8.75,0,0
19UB_14,UB14,19,UB,<50,0,0,0,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,5,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,17.5,0,2.5,0,0,0,0,0,0,2.5,0,0,5,0,0,0,0,0,0,0,0,0,0
19UB_15,UB15,19,UB,<50,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,2.5,0,17.5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2.5,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19UB_16,UB16,19,UB,>50,0,0,0,10,0,7.5,0,0,0,0,2.5,0,0,0,0,0,0,0,5,8.75,0,2.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,7.5,0,2.5,0,35,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.75,0,0
19UB_17,UB17,19,UB,>50,5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,5,0,0,10,5,0,0,0,0,7.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
19UB_18,UB18,19,UB,>50,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,20,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0,0,0,0,0,7.5,0,2.5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7.5,0,0
