PLOT_YR,PLOT,YEAR,TRT,BURN17,ACHNATH,ACMI,AGGR,AGHE,AGIN,ALAC,ALAL,ANFL,ANLU,ARABIS,ARAC,ARCO,ARRI,ARSO,ASTERACEAE,BASA,BLSC,BRCA,BRJA,BRTE,CAEU,CAGE,CARU,CATE,CELE,CLPE,CLPU,COLLOMIA,COPA,CREPIS,CROC,CRYPTANTHA,CYFR,DAUN,DECA,DEDA,DELPHINIUM,DODECATHEON,DRVE,ELEL,EPBR,ERHE,ERIGERON,ERIOGONUM,ERNA,FEID,FRAGARIA,GAAP,GAYOPHYTUM,GETR,GUSA,HIERACIUM,HOUM,JUNCUS,JUOC,LELI,LILIACEAE,LIMI,LIRU,LITHOPHRAGMA,LOLE,LOMATIUM,LONU,LUPINUS,MAGR,MAMI,MARE,MENTZELIA,MIGR,MYST,NAVARRETIA,NEPA,NOTR,OLDO,ORUN,OSBE,PENSTEMON,PHCH,PHLOX,PIPO,POACEAE,POBU,PODO,POGL,POPO,POPR,POSE,PSME,PSSP,PUTR,RIBES,ROSA,RUAC,SAXIFRAGACEAE,SCUTELLARIA,SEST,SIOR,SOCA,SYAL,SYMPHORYCARPUS,THALICTRUM,THIN,TRCY,TRDU,TRMA,UNKFORB,VEDU,VUMI,ZIGADENUS
19UB_19,UB19,19,UB,unburned,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,13.75,0,2.5,0,0,0,0,0,0,5,0,0,0,0,2.5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,17.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,0,0
19UB_20,UB20,19,UB,>50,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,3.75,0,5,0,2.5,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,5,0,2.5,0,0,0,0,10,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
19UB_21,UB21,19,UB,unburned,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,1.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0
19UB_22,UB22,19,UB,>50,2.5,2.5,0,0,0,0,0,0,0,0,0,25,0,0,2.5,0,0,5,0,0,0,10,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,52.5,0,0,0,2.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0
19UB_23,UB23,19,UB,>50,7.5,5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,16.25,16.25,0,15,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2.5,0,0,0,12.5,0,7.5,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,8.75,0,0
19UB_24,UB24,19,UB,unburned,12.5,0,0,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,1.25,0,0,22.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,7.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0
19UB_25,UB25,19,UB,>50,0,2.5,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,5,0,0,0,22.5,7.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,27.5,7.5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
19UB_26,UB26,19,UB,<50,7.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,20,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
19UBC_01,UBC1,19,UBC,c_unburned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,33.75,0,0
19UBC_02,UBC2,19,UBC,c_unburned,2.5,0,0,0,1.25,0,0,0,0,0,0,2.5,0,0,0,0,2.5,0,37.5,22.5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2.5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,21.25,0,0
19UBC_03,UBC3,19,UBC,c_unburned,0,0,0,0,0,0,0,2.5,0,0,0,0,5,0,0,0,15,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,16.25,0,0
19UBC_04,UBC4,19,UBC,c_unburned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,3.75,0,0,0,0,7.5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,7.5,5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,22.5,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,55,0,0
19UBC_05,UBC5,19,UBC,c_unburned,2.5,5,0,2.5,0,0,0,0,5,0,0,2.5,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0
19UBC_06,UBC6,19,UBC,c_unburned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,25,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
19UBC_07,UBC7,19,UBC,c_unburned,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,6.25,15,0,10,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,2.5,0,0,0,27.5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,36.25,0,0
19UBC_08,UBC8,19,UBC,c_unburned,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.5,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,5,0,0
19UBC_09,UBC9,19,UBC,c_unburned,12.5,2.5,0,2.5,0,2.5,0,2.5,2.5,0,0,0,0,0,0,0,0,0,2.5,0,0,5,2.5,0,0,0,0,0,0,2.5,0,0,0,10,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,27.5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0
19UBC_10,UBC10,19,UBC,c_unburned,10,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,5,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,0,5,10,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,16.25,0,0
19UBC_11,UBC11,19,UBC,c_unburned,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,12.5,0,0,0,0,2.5,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0
20UB_01,UB1,20,UB,unburned,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5,0,13.75,6.25,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0
20UB_02,UB2,20,UB,unburned,10,5,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,58.75,32.5,0,15,0,0,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,2.5,0
20UB_03,UB3,20,UB,<50,10,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,1.25,13.75,0,5,2.5,0,0,0,0,0,2.5,0,0,0,0,5,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,32.5,0,0
20UB_04,UB4,20,UB,unburned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.5,0,0,17.5,32.5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,22.5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0
20UB_05,UB5,20,UB,<50,25,15,0,2.5,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,2.5,25,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,15,0,0,7.5,0,2.5,0,0,5,0,0,0,0,0,2.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
20UB_06,UB6,20,UB,unburned,7.5,2.5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,2.5,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.5,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0,0
20UB_07,UB7,20,UB,<50,5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,7.5,12.5,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,7.5,0,0,0,0,0,2.5,10,7.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,32.5,0,0
20UB_08,UB8,20,UB,unburned,10,0,0,5,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,2.5,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0
20UB_09,UB9,20,UB,>50,12.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,43.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,61.25,0,0
20UB_10,UB10,20,UB,<50,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,3.75,10,0,30,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,5,0,0,0,0,5,0,67.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20UB_11,UB11,20,UB,unburned,7.5,2.5,0,0,0,0,0,0,2.5,0,0,0,2.5,0,0,5,0,0,3.75,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,7.5,20,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
20UB_12,UB12,20,UB,>50,5,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,43.75,18.75,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,2.5,2.5,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,2.5
20UB_13,UB13,20,UB,unburned,7.5,0,0,2.5,0,0,0,0,2.5,0,0,0,10,0,0,0,0,0,20,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0
20UB_14,UB14,20,UB,<50,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,7.5,0,0,2.5,0,0,0,0,0,0,0,1.25,0,0
20UB_15,UB15,20,UB,<50,7.5,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,10,0,0,0,0,0,0,12.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,20,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1.25,0,0
20UB_16,UB16,20,UB,>50,2.5,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2.5,0,10,0,0,0,2.5,0,0,5,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12.5,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.25,0,0
20UB_17,UB17,20,UB,>50,17.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,25,21.25,0,0,0,0,5,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20UB_18,UB18,20,UB,>50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,2.5,12.5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0
20UB_19,UB19,20,UB,unburned,5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,26.25,0,2.5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,12.5,12.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0,0
20UB_20,UB20,20,UB,>50,2.5,2.5,0,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,13.75,12.5,0,12.5,0,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,2.5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,45,0,0
20UB_21,UB21,20,UB,unburned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
20UB_22,UB22,20,UB,>50,0,2.5,0,0,0,0,0,0,0,0,0,25,0,0,2.5,0,0,2.5,0,0,0,15,2.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0
20UB_23,UB23,20,UB,>50,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.75,28.75,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2.5,0,0,15,0,5,2.5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0
20UB_24,UB24,20,UB,unburned,10,2.5,0,2.5,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,8.75,0,0,12.5,0,0,7.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,12.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,7.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2.5,10,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0
20UB_25,UB25,20,UB,>50,2.5,0,0,0,0,0,0,0,2.5,0,0,20,0,0,0,0,0,0,0,0,0,17.5,5,0,0,0,0,2.5,5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,2.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17.5,2.5,0,0,0,0,15,2.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20UB_26,UB26,20,UB,<50,0,2.5,0,0,0,0,0,0,0,0,0,5,0,2.5,2.5,0,0,0,0,1.25,0,50,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,7.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,22.5,5,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20UBC_01,UBC1,20,UBC,c_unburned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1.25,1.25,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
20UBC_02,UBC2,20,UBC,c_unburned,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,45,23.75,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2.5,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,31.25,0,0
20UBC_03,UBC3,20,UBC,c_unburned,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,31.25,0,0
20UBC_04,UBC4,20,UBC,c_unburned,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,10,7.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,7.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.75,0,0
20UBC_05,UBC5,20,UBC,c_unburned,0,0,0,2.5,0,0,0,0,2.5,0,0,2.5,0,2.5,0,0,0,0,1.25,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2.5,0,7.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,1.25,0,0
20UBC_06,UBC6,20,UBC,c_unburned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,21.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,0,0,0,2.5,0,0,0,7.5,0,5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0
20UBC_07,UBC7,20,UBC,c_unburned,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,6.25,10,0,7.5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.75,0,0
